,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mean Response,,,,,,,,,,,,,,Number of Students Responding to the Question,,,,,,,,,,,,,,,,
Fall 04,KINE 120 001, James Disch,20,1.94,2.31,1.75,1.69,1.94,2.25,2.31,2.38,2.06,2.13,2.31,2.38,2.75,3.19,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
Fall 04,KINE 205 001, John Eliot,19,1.81,1.75,2.63,1.56,1.50,1.56,1.56,1.88,1.63,2.44,2.25,1.94,1.69,2.63,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
Fall 04,KINE 260 001, Ryan Zapalac,43,2.12,2.88,1.92,2.00,2.12,2.52,2.48,2.68,2.32,2.19,2.42,2.69,2.46,2.69,26,26,26,25,26,25,25,25,25,26,26,26,26,26,26,25,
Fall 04,KINE 300 001, Christos Katsanos,27,1.90,3.14,2.00,2.24,2.29,3.67,3.33,3.10,2.62,2.14,2.57,3.00,2.75,2.81,21,21,21,21,21,21,21,21,21,21,21,21,20,21,21,20,
Fall 04,KINE 301 001, Brian Gibson,30,1.30,2.07,1.13,1.20,1.57,2.20,1.87,1.50,1.23,1.57,1.93,2.07,1.90,3.20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Fall 04,KINE 311 001, Bruce Etnyre,15,1.25,1.33,1.17,1.17,1.25,1.67,1.42,1.08,1.08,1.33,1.50,2.00,1.42,2.58,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,KINE 319 001, James Disch,27,2.55,3.36,2.09,1.91,2.32,2.64,3.18,2.91,2.36,2.95,2.91,2.73,3.05,2.64,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,
Fall 04,KINE 325 001, Bruce Etnyre,6,1.33,1.33,1.33,1.17,1.17,1.33,1.33,1.33,1.17,1.33,1.50,1.67,1.33,3.17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,KINE 325 002, Bruce Etnyre,9,1.22,1.22,1.22,1.22,1.44,1.44,1.56,1.11,1.22,1.22,1.44,1.89,1.44,2.78,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,KINE 341 001, Christos Katsanos,10,2.30,3.40,1.70,2.50,2.30,3.20,3.60,3.20,2.60,2.50,2.90,3.20,2.78,2.40,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,
Fall 04,KINE 362 001, Clark Haptonstall,34,1.40,1.48,1.44,1.32,1.44,1.44,1.52,1.48,1.44,1.44,1.72,2.04,1.64,2.92,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,
Fall 04,KINE 364 001, Ryan Zapalac,36,2.42,2.79,2.28,2.11,2.53,2.79,2.89,2.84,3.16,2.33,2.56,2.47,2.50,2.84,19,19,18,19,19,19,19,19,19,18,18,17,18,19,19,19,
Fall 04,KINE 410 001, John Eliot,29,1.67,1.67,2.41,1.89,1.85,1.41,1.63,1.63,1.63,2.52,2.70,1.96,1.67,2.65,27,27,27,27,26,27,27,27,27,27,27,27,27,26,27,27,
Fall 04,KINE 421 001, Peter Weyand,5,1.20,2.00,1.20,1.00,1.00,1.00,1.20,1.20,1.20,1.80,1.40,1.20,1.20,4.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,KINE 441 001, Christos Katsanos,2,2.00,2.00,1.50,1.50,1.00,1.00,1.00,1.50,1.50,1.50,1.00,1.50,2.00,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,KINE 499 001, Bruce Etnyre,4,1.00,1.50,1.00,1.00,1.00,1.00,1.50,1.50,1.50,1.50,1.50,1.00,1.00,2.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,KINE 499 006, John Eliot,7,1.67,1.67,1.50,1.50,1.67,1.50,1.50,1.50,1.50,2.17,1.67,1.67,1.50,2.83,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,KORE 101 001, Hyung-Jin Lee,11,1.27,1.45,1.36,1.18,1.27,1.91,1.36,1.27,1.27,1.82,2.00,1.55,1.36,2.82,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,KORE 201 001, Hyung-Jin Lee,5,1.80,2.40,1.60,1.20,1.20,1.40,1.60,1.60,1.20,2.00,1.80,1.60,1.40,2.60,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,KORE 311 001, Hyung-Jin Lee,5,1.20,1.00,1.40,1.20,1.00,1.20,1.20,1.00,1.00,1.60,1.20,1.00,1.40,2.60,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,LATI 101 001, Kristine Wallace,22,1.28,1.89,1.17,1.50,1.50,2.06,1.78,1.67,1.17,1.50,1.50,1.67,1.67,3.24,18,18,18,18,18,18,18,18,18,18,18,18,18,17,18,18,
Fall 04,LATI 201 001, Kristine Wallace,7,1.50,2.17,1.33,2.00,1.33,1.83,1.67,1.67,1.33,1.50,2.00,2.17,1.67,3.17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,LATI 313 001, Scott McGill,9,1.44,1.33,1.22,1.33,1.44,2.00,2.00,1.56,1.44,1.89,1.89,1.78,1.78,3.44,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
Fall 04,LING 200 001, Katherine Crosswhite,80,1.97,3.28,2.11,2.58,2.68,3.54,3.88,3.29,2.77,2.49,2.86,3.50,3.38,2.45,65,65,64,65,65,65,65,65,64,65,65,64,65,65,65,64,
Fall 04,LING 205 001, Nancy Niedzielski,66,2.12,2.71,2.86,2.71,1.96,2.45,2.12,2.59,2.04,2.35,2.33,2.84,2.20,3.02,49,49,49,49,48,49,49,49,49,49,49,49,49,49,49,49,
Fall 04,LING 215 001, Suzanne Kemmer,59,3.10,3.90,3.54,2.37,2.50,2.59,3.18,3.34,2.33,3.76,3.59,3.20,3.45,2.54,71,71,71,71,70,71,71,71,70,71,71,71,71,71,69,71,
Fall 04,LING 301 001, Katherine Crosswhite,18,2.12,2.35,1.82,1.65,1.65,2.12,2.29,2.06,1.94,2.12,2.00,2.29,2.12,2.24,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
Fall 04,LING 305 001, Claire Bowern,6,1.82,2.36,1.73,1.73,1.82,2.55,2.09,2.64,1.55,2.27,2.45,2.09,2.27,3.36,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,LING 313 001, Stephen Tyler,5,2.25,3.13,2.25,2.44,2.06,3.25,3.38,2.94,1.25,2.63,2.94,3.13,2.94,2.63,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,
Fall 04,LING 318 001, Michel Achard,2,1.10,1.30,1.20,1.10,1.30,1.30,1.70,1.00,1.20,1.60,1.80,1.80,1.40,2.90,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
Fall 04,LING 321 001, Lilly Chen,4,1.86,2.00,2.71,1.43,1.29,1.71,1.86,1.86,1.29,2.43,1.86,2.29,1.86,1.86,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,LING 351 001, E Mitchell,1,1.00,1.00,1.33,1.00,1.11,1.11,1.00,1.00,1.00,1.56,1.00,1.00,1.00,3.44,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
Fall 04,LING 402 001, Suzanne Kemmer,6,4.33,4.00,2.78,2.22,2.33,2.33,3.22,3.56,2.56,5.00,3.11,3.56,3.89,2.56,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,LING 407 001, Robert Englebretson,3,1.67,1.50,1.00,1.33,1.50,1.50,1.67,1.50,1.17,1.67,1.67,1.50,1.50,3.00,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,LING 413 001, Claire Bowern,7,2.43,3.14,2.14,2.29,1.71,2.57,3.43,2.43,2.00,3.00,2.71,2.71,3.29,3.57,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,LING 414 001, Stephen Tyler,1,1.40,1.80,2.00,1.20,1.20,1.60,1.80,1.40,1.00,2.20,1.60,1.80,1.60,2.40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,
Fall 04,LING 451 001, E Mitchell,4,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,LING 490 001, Robert Englebretson,7,1.14,1.57,1.71,1.43,2.00,1.86,1.57,1.43,1.14,1.43,1.43,1.71,1.57,3.00,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,LING 501 001, Katherine Crosswhite,3,1.00,1.00,1.00,1.00,1.00,1.67,1.00,1.00,1.00,2.00,1.67,1.67,1.00,3.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,LING 502 001, Suzanne Kemmer,4,4.33,4.00,2.78,2.22,2.33,2.33,3.22,3.56,2.56,5.00,3.50,3.56,3.89,2.56,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,
Fall 04,LING 505 001, Claire Bowern,5,1.82,2.36,1.73,1.73,1.82,2.55,2.09,2.64,1.55,2.27,2.45,2.09,2.27,3.36,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,LING 507 001, Robert Englebretson,3,1.67,1.50,1.20,1.33,1.50,1.50,1.67,1.50,1.17,1.67,1.67,1.50,1.50,3.00,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,LING 552 001, Masayoshi Shibatani,5,2.50,2.75,2.00,1.25,1.50,2.25,2.00,1.75,1.00,1.75,2.25,1.75,2.00,3.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,LOVE 162 001, Sally Reynolds,11,1.50,2.00,1.60,1.50,1.70,2.60,2.40,1.90,1.60,1.80,2.10,3.50,1.90,1.20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
Fall 04,LPAP 100 001, Roger White,21,1.50,1.75,1.85,1.40,1.50,2.05,1.65,1.45,1.32,1.80,2.45,2.15,1.65,1.85,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,
Fall 04,LPAP 101 001, Roger White,14,1.90,2.20,2.40,1.50,1.70,2.30,2.30,2.30,2.10,2.50,2.67,2.30,2.20,1.30,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,
Fall 04,LPAP 105 001, Christopher Shoults,17,1.20,1.40,1.33,1.07,1.20,1.36,1.27,1.20,1.27,1.40,1.86,1.33,1.27,1.07,15,15,15,15,15,14,15,15,15,15,14,15,15,14,15,15,
Fall 04,LPAP 122 001, Christopher Shoults,19,1.38,1.85,1.46,1.46,1.46,1.67,1.77,1.54,1.92,1.54,1.83,1.54,1.58,1.62,13,13,13,13,13,12,13,13,13,13,12,13,12,13,13,12,
Fall 04,LPAP 125 001, Michael Henshaw,20,1.20,1.40,1.13,1.20,1.13,1.40,1.20,1.33,1.07,1.67,1.50,1.13,1.13,2.21,15,15,15,15,15,15,15,15,15,15,14,15,15,14,15,15,
Fall 04,LPAP 125 002, Michael Henshaw,15,1.62,1.92,1.92,1.69,1.62,1.85,1.46,1.46,1.23,2.00,1.92,1.31,1.38,1.54,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,LPAP 128 001, Christopher Shoults,25,1.26,1.43,1.22,1.43,1.52,1.61,1.65,1.26,1.22,1.32,2.00,1.70,1.35,1.18,23,23,23,23,23,23,23,23,23,22,22,23,23,22,23,23,
Fall 04,LPAP 129 001, Christopher Shoults,19,1.24,1.18,1.00,1.18,1.24,1.29,1.41,1.18,1.35,1.18,1.12,1.35,1.12,1.71,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,
Fall 04,LPAP 133 001, Mauricio Campos,20,1.22,1.28,1.44,1.39,1.44,1.22,1.22,1.22,1.17,1.72,2.28,1.22,1.28,1.89,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,
Fall 04,LPAP 134 001, Rathna Kumar,14,2.30,1.90,2.90,1.20,1.10,1.20,1.20,1.60,1.20,1.90,1.20,1.30,1.40,1.80,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
Fall 04,LPAP 140 001, Rebecca Valls,17,1.75,1.88,2.00,1.69,1.56,2.19,1.93,1.88,1.81,1.88,2.56,2.20,1.81,1.31,16,16,16,16,16,16,15,16,16,16,16,15,16,16,16,16,
Fall 04,LPAP 142 001, Tracy Perry,19,1.26,1.42,1.26,1.21,1.16,1.37,1.32,1.21,1.26,1.47,1.58,1.37,1.32,1.68,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,
Fall 04,LPAP 142 002, Tracy Perry,22,1.24,1.43,1.24,1.29,1.14,1.70,1.48,1.38,1.57,1.38,1.57,1.76,1.38,1.38,21,21,21,21,21,20,21,21,21,21,21,21,21,21,21,21,
Fall 04,LPAP 144 001, Tracy Perry,16,1.25,1.31,1.13,1.19,1.25,1.63,1.38,1.19,1.25,1.19,1.56,1.44,1.25,1.63,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
Fall 04,LPAP 146 001, Tracy Perry,23,1.52,1.48,1.74,1.35,1.35,1.48,1.57,1.39,1.61,1.48,1.65,1.87,1.48,1.26,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,
Fall 04,LPAP 151 001, Christine Lidvall,11,1.50,1.50,1.25,1.25,1.13,1.38,1.50,1.63,1.25,1.88,1.75,1.25,1.38,2.13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,LPAP 152 001, Rebecca Valls,16,1.71,1.86,1.64,1.71,1.86,1.64,2.00,1.64,1.43,1.71,2.00,1.86,1.86,1.43,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,
Fall 04,LPAP 153 001, Christine Lidvall,10,1.00,1.25,1.00,1.25,1.25,1.25,1.75,1.50,1.50,1.50,2.00,2.50,1.75,2.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,LPAP 153 001, Rebecca Valls,10,1.00,1.25,1.00,1.25,1.25,1.25,1.75,1.50,1.50,1.50,2.00,2.50,1.75,2.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,LPAP 155 001, Christine Lidvall,16,1.19,1.38,1.25,1.31,1.31,2.00,1.87,1.63,1.56,1.81,2.25,1.75,1.75,1.06,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,
Fall 04,LPAP 163 001, Scott Wray,11,1.11,1.33,1.00,1.33,1.33,1.56,1.89,1.22,1.11,1.22,2.11,2.00,1.44,1.78,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
Fall 04,LPAP 168 001, Gayle Pecsenye,6,1.33,1.00,1.00,1.67,1.50,1.67,1.17,1.50,1.33,1.67,1.83,1.67,1.33,1.83,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,LPAP 170 001, Rhiannon Perkins,24,1.26,1.37,1.37,1.33,1.47,1.63,1.53,1.58,1.50,1.63,2.58,1.83,1.78,1.89,19,19,19,18,19,19,19,19,18,19,19,18,18,19,19,19,
Fall 04,LPAP 170 002, Rhiannon Perkins,22,1.30,1.70,1.55,1.75,1.55,2.30,1.80,1.50,1.30,1.75,2.40,1.75,1.80,1.70,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,
Fall 04,LPAP 175 001, Pyung-Soo Kim,18,1.35,1.53,1.29,1.35,1.29,2.38,1.88,1.53,1.40,1.71,1.94,1.53,1.47,1.47,17,17,17,17,17,16,17,17,15,17,17,17,17,17,17,17,
Fall 04,LPAP 176 001, Dianna Marshall,14,1.36,1.57,1.29,1.14,1.08,1.69,1.85,1.29,1.36,1.23,2.00,1.38,1.29,1.14,14,14,14,14,13,13,13,14,14,13,11,13,14,14,14,14,
Fall 04,LPAP 180 001, Heather Thompson,20,1.87,2.73,2.00,2.20,2.60,3.13,3.33,2.64,2.40,2.60,3.47,2.53,3.00,3.00,15,15,14,15,15,15,15,14,15,15,15,15,15,14,15,15,
Fall 04,LPAP 180 002, Heather Thompson,22,1.91,2.45,1.91,2.36,2.64,3.05,3.27,2.55,2.14,2.55,3.09,2.50,2.64,2.38,22,22,22,22,22,22,22,22,22,22,22,22,22,21,22,21,
Fall 04,LPAP 181 001, Heather Thompson,4,1.50,1.25,1.25,1.00,1.25,1.25,1.00,1.00,1.25,1.50,1.50,1.50,1.00,2.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,
Fall 04,LPAP 182 001, Heather Thompson,23,2.06,2.56,2.27,1.50,2.06,1.93,2.53,2.50,2.06,2.44,3.19,2.63,2.44,1.56,16,16,15,16,16,15,15,16,16,16,16,16,16,16,16,16,
Fall 04,LPAP 186 001, Stacy Handelman,24,1.41,1.47,1.29,1.76,1.88,2.06,1.76,1.59,1.24,1.53,2.18,1.41,1.69,1.53,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,
Fall 04,LPAP 186 002, Stacy Handelman,23,1.47,1.82,1.44,2.00,2.24,2.47,1.88,1.76,1.29,1.65,2.88,1.71,1.76,1.69,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,
Fall 04,LPAP 198 001, Jill Campbell,31,1.57,1.64,1.68,1.50,1.57,1.96,2.00,1.79,1.54,1.68,1.86,2.50,1.93,1.79,28,28,28,28,28,28,28,28,28,28,28,28,27,28,28,27,
Fall 04,MANA 404 001, June Ferrill,27,1.74,2.43,1.61,1.39,1.57,2.09,2.30,2.04,1.96,2.52,2.61,2.39,2.41,2.87,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,
Fall 04,MATH 101 001, Jennifer Wightman,42,1.81,2.78,1.93,1.85,1.93,2.63,3.07,2.59,2.19,1.89,2.04,2.37,2.41,3.33,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,
Fall 04,MATH 101 002, Richard Stong,132,1.28,1.45,1.42,1.53,1.55,2.13,2.01,1.35,1.31,1.47,1.67,1.88,1.52,3.25,96,96,96,96,95,96,95,96,95,96,96,95,96,96,95,95,
Fall 04,MATH 101 003, Soo Min Kim,7,2.00,3.17,2.67,2.50,2.33,2.83,3.17,2.83,2.33,2.83,2.33,2.67,2.67,3.67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,MATH 102 001, Taehee Kim,29,1.76,3.18,2.18,2.47,2.59,3.29,3.18,2.76,1.94,2.00,2.31,2.47,3.00,3.12,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,16,
Fall 04,MATH 102 002, Yu Wu,7,1.43,2.14,1.29,1.71,1.86,2.14,2.00,2.00,1.57,1.57,1.86,1.71,1.86,3.14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,MATH 102 003, Pralay Chatterjee,83,2.35,4.05,2.28,3.78,3.38,3.86,4.28,4.02,2.53,2.93,3.03,3.26,3.81,2.93,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,54,
Fall 04,MATH 111 001, Preeti Raman,35,2.05,3.32,1.47,2.42,3.00,3.11,3.63,2.95,2.58,2.21,2.32,2.68,3.16,2.79,19,19,19,19,19,18,19,19,19,19,19,19,19,19,18,19,
Fall 04,MATH 211 002, Zhiyong Gao,191,1.59,1.88,2.13,2.17,2.00,2.72,2.64,1.82,1.55,2.14,2.24,2.31,2.16,3.19,152,152,151,152,151,152,152,152,149,152,152,150,152,152,150,150,
Fall 04,MATH 211 004, Ilie Ugarcovici,55,2.24,2.73,2.27,2.05,2.16,2.43,2.84,2.35,2.16,2.46,2.32,2.38,2.68,3.39,37,37,37,37,37,37,37,37,37,37,37,37,37,36,36,37,
Fall 04,MATH 212 001, Taehee Kim,27,1.41,2.18,1.71,1.82,2.12,2.71,2.53,2.06,1.71,1.82,2.35,1.76,2.12,3.35,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
Fall 04,MATH 221 001, Frank Jones,29,1.27,1.54,1.15,1.23,1.73,1.46,1.46,1.31,1.08,1.77,1.77,1.23,1.35,4.00,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,23,
Fall 04,MATH 321 001, Stephen Semmes,20,1.67,2.33,1.61,2.89,2.72,2.33,2.33,2.22,1.22,2.89,2.83,1.61,2.11,3.11,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
Fall 04,MATH 355 001, Stefan Friedl,50,1.75,2.11,1.64,1.86,2.32,2.96,3.00,2.18,2.04,2.39,2.50,2.86,2.43,2.89,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,
Fall 04,MATH 355 002, Christopher Rasmussen,12,2.08,2.25,1.75,1.58,1.83,2.25,2.50,2.00,2.00,2.25,2.25,2.67,2.08,3.33,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,MATH 368 001, Richard Stong,26,1.21,1.68,1.16,1.42,1.37,1.79,1.79,1.42,1.05,1.89,1.58,1.37,1.58,3.00,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,
Fall 04,MATH 381 001, James Spencer,40,2.27,4.20,2.17,2.77,3.00,3.48,3.82,3.80,2.10,2.79,3.17,2.93,3.57,2.59,30,30,29,30,29,29,28,30,30,29,30,30,30,29,29,27,
Fall 04,MATH 401 001, Michael Wolf,10,1.14,1.29,1.29,1.00,1.14,1.00,1.43,1.00,1.00,1.43,1.71,1.43,1.00,4.14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,MATH 423 001, Zhiyong Gao,7,2.40,3.20,2.60,2.80,3.00,2.60,2.80,2.80,1.60,3.60,3.00,2.80,3.20,3.40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,
Fall 04,MATH 425 001, Michael Boshernitzan,10,2.78,3.11,2.00,2.44,3.00,2.67,3.33,3.22,2.44,2.89,3.33,2.78,3.22,3.33,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,MATH 428 001, Michael Wolf,5,1.60,1.80,1.40,1.40,1.20,2.00,2.20,1.80,1.80,2.20,3.00,2.60,1.80,2.80,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,MATH 444 001, John Hempel,9,1.71,1.71,1.71,1.71,2.29,2.86,2.14,2.00,1.29,2.43,1.71,1.86,1.86,3.57,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,MATH 463 001, John Hempel,12,1.91,2.27,1.73,2.18,2.55,2.45,2.09,2.64,1.64,2.00,2.27,1.82,2.18,3.91,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,MATH 465 001, Theron Hitchman,14,1.60,2.00,2.10,1.30,1.50,2.00,2.30,1.70,1.50,2.80,2.10,2.30,2.00,2.50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
Fall 04,MATH 521 001, Robert Hardt,10,1.86,2.00,1.14,1.00,1.14,1.71,1.43,1.57,1.29,1.71,2.00,1.14,1.57,1.86,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,MDST 101 001, Kristine Wallace,2,1.00,3.00,1.00,1.50,1.50,2.50,2.00,2.00,2.00,1.50,1.00,2.50,2.00,2.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,MDST 104 001, Linda Neagley,1,2.92,4.12,3.08,3.38,2.81,3.15,4.04,4.00,2.73,3.88,3.58,3.62,3.92,3.27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,
Fall 04,MDST 104 001, Caroline K. Quenemoen,1,1.28,1.48,1.48,1.38,1.59,1.79,1.86,1.55,1.38,1.76,2.10,2.07,1.76,3.34,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
Fall 04,MDST 108 001, Linda Neagley,5,1.77,2.86,1.77,2.18,2.23,2.91,3.14,3.00,2.00,2.23,2.50,2.68,2.50,3.18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,
Fall 04,MDST 108 001, Joseph Manca,5,1.65,2.04,1.83,2.13,2.13,2.13,2.26,1.87,1.48,2.35,2.91,2.35,2.35,3.04,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
Fall 04,MDST 126 001, Sarah Westphal-Wihl,1,1.71,1.79,1.71,1.50,1.43,1.71,1.43,1.71,1.36,1.86,1.64,2.07,1.57,2.64,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
Fall 04,MDST 201 001, Donald Morrison,2,2.30,3.06,2.24,2.24,2.39,2.73,3.21,2.58,1.76,2.73,2.94,3.06,3.03,2.58,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,32,
Fall 04,MDST 211 001, Kristine Wallace,0,1.50,2.17,1.33,2.00,1.33,1.83,1.67,1.67,1.33,1.50,2.00,2.17,1.67,3.17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,MDST 257 001, Eva Haverkamp,0,1.22,1.33,1.22,1.11,1.22,1.56,1.44,1.44,1.00,1.22,1.44,1.44,1.56,3.22,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
Fall 04,MDST 317 001, Jane Chance,5,2.50,3.27,2.30,2.27,2.87,2.97,3.10,3.37,2.60,3.27,3.00,3.20,3.20,3.23,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Fall 04,MDST 357 001, Eva Haverkamp,1,1.22,1.33,1.22,1.11,1.22,1.56,1.44,1.44,1.00,1.22,1.44,1.44,1.56,3.22,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
Fall 04,MECH 343 001, Marcia O'Malley,28,1.39,2.00,1.61,1.39,1.74,2.30,2.13,1.70,1.52,1.65,1.96,1.96,2.00,4.17,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,21,
Fall 04,MECH 371 001, John Bertin,37,1.69,2.15,1.60,2.12,1.73,2.15,2.23,1.88,1.38,2.04,1.96,2.23,2.15,3.19,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,25,
Fall 04,MECH 403 001, David McStravick,22,2.70,2.80,2.30,2.32,1.95,2.75,2.75,2.80,3.45,2.79,2.58,2.79,2.68,2.16,20,20,20,19,20,20,20,20,20,19,19,19,19,19,19,18,
Fall 04,MECH 407 001, Robert Cunningham,6,3.00,3.20,2.40,2.60,2.00,2.20,3.50,3.40,3.20,3.00,2.80,2.20,2.20,4.60,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,
Fall 04,MECH 407 001, Peter Loos,6,3.00,3.17,3.17,3.00,2.67,2.67,3.00,3.50,3.17,3.20,2.80,2.00,2.20,4.17,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,
Fall 04,MECH 407 002, Peter Loos,6,2.00,2.00,1.50,1.50,2.00,1.75,2.00,2.00,2.75,1.50,2.00,1.75,2.00,4.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,MECH 407 002, Robert Cunningham,6,1.67,1.67,1.50,1.33,1.50,1.33,1.83,2.17,2.17,1.83,1.67,1.67,1.67,4.33,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,MECH 407 003, Fathi Ghorbel,3,2.33,2.67,2.33,1.67,2.00,1.00,1.33,1.67,1.67,2.33,3.00,1.33,1.33,4.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,MECH 407 004, David McStravick,5,2.20,2.60,2.40,1.60,2.40,1.60,2.00,2.20,1.60,2.40,2.40,2.20,2.00,3.80,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,
